domain,topic,video_title,video_url,comment,sentiment
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,"Kecerdasan Buatan (Artificial intelligence - AI)
Mungkin boleh digunakan untuk membenteras elemen rasuah dan salahguna kuasa dalam sektor perkhidmatan awam?

Apabila seseorang penjawat awam mempunyai gaya hidup mewah yang tidak berpadanan dengan gaji pendapatan bulanan sebagai penjawat awam,

AI dengan program tertentu boleh membuat semak silang data terutamanya data² pemilikan aset dan pemilikan akaun perbankan yang berkaitan dengan aliran kewangan individu dan syarikat?

Data² pemilikan seperti :
✅ Pemilikan kenderaan (jumlah yang luar biasa dan berharga mewah), melibatkan pelbagai agensi milik kerajaan seperti JPJ dan rekod pelupusan pemilikan kenderaan (mencairkan aset kepada bentuk wang tunai)
✅ Pemilikan Hartanah pada jumlah luar biasa dan harga diluar kemampuan seorang penjawat awam, melibatkan beberapa agensi dan jabatan kerajaan di peringkat persekutuan dan negeri (pihak berkuasa tempatan seperti rekod cukai pintu sebagai pemilik hartanah dan pejabat tanah iaitu rekod cukai tanah sebagai pemilik hartanah jenis bertanah atau berstrata)
dan rekod pelupusan pemilikan hartanah (mencairkan aset kepada bentuk wang tunai)
✅ Pemilikan akaun bank, pemilikan kad kredit premium dengan tahap had perbelanjaan yang luar biasa, rekod loan serta pembayaran loan dan akaun E-wallet, yang melibatkan BNM dan beberapa agensi berkaitan 
✅ SSM, bagi mereka dalam perkhidmatan awam yang mempunyai pendapatan perniagaan...dengan akaun syarikat beraudit dan kesahihan keuntungan pendapatan perniagaan dan berkait dengan data di LHDN
✅ LHDN, data² rekod pembelian pemilikan harta alih atau harta tidak alih yang dibeli secara tunai atau dipindahmilik secara tempoh yang pendek diluar kebiasaan sesuatu pemilikan harta alih dan harta tidak alih sebagai seorang penjawat awam
✅ Rekod KASTAM, bagi pelbagai pembayaran berkaitan import export barangan jika berkaitan pendapatan perniagaan yang disahkan oleh SSM
✅ Rekod caruman KWSP (cerminan pendapatan bulanan)
✅ Rekod PERKESO, jika terlibat sebagai majikan atau pekerja yang mencarum (cerminan kepada pendapatan yang diraihkan daripada pelbagai aktiviti perniagaan disahkan oleh SSM)
✅ Bursa Saham dan institusi pelaburan saham seperti ASB PNB Tabung Haji, berkaitan pemilikan saham pada jumlah yang luar biasa bagi kemampuan dengan pendapatan gaji bulanan seorang penjawat awam
✅ Rekod IMIGRESEN berkaitan kekerapan perjalanan ke luar negara (melancong ke destinasi yang memerlukan perbelanjaan besar) dengan kerap dalam setahun 
✅ Rekod-rekod Pembelian barangan jenama mewah (jam tangan, bag 🛍️ tangan, dan lain-lain) secara tunai atau cash atau sebaliknya 
✅ Rekod-rekod Pembelian logam berharga (seperti emas) dan barangan perhiasan mewah secara tunai atau sebaliknya (rantai leher bertatahkan berlian dan sebagainya)
✅Rekod pemilikan sijil-sijil insurans atau takaful (melibatkan pembayaran premium bulanan pada harga yang luar biasa)
✅ Paparan gaya hidup di semua platform media sosial juga merupakan suatu cerminan atau tanda-tanda awal

Amalan kebiasaan apabila terlibat dengan elemen rasuah dan salahguna kuasa, pastinya akan melibatkan ahli keluarga terdekat, pasangan (suami / isteri), anak-anak, ibubapa, saudara-mara atau proksi rakan-rakan yang mempunyai syarikat perniagaan (bertujuan untuk parking duit dengan menggunakan platform fasiliti akaun kewangan milik syarikat bagi pelbagai perbelanjaan dan pembayaran gaya hidup) untuk mengalihkan hasil yang diperolehi daripada aktiviti tersebut.

Mungkin manfaat teknologi AI ini boleh dilaksanakan untuk melakukan semak silang data dalam sektor perkhidmatan awam bagi elemen membenteras gejala dan budaya rasuah serta salahguna kuasa jawatan dalam perkhidmatan awam di Malaysia 🇲🇾",Neutral
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Fix our Government websites first la then think of doing AI chip.,Negative
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,INI BARU PM TERBAIK SENTIASA FIKIR KEHADAPAN ❤❤,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Okey next teknologi kuantum komputer pulak ni pun penting..😂,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Malaysia truly awesome,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,HEBAT 🎉🎉🎉🎉🎉🎉 ❤❤❤❤❤ MALAYSIA AI TECH,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Good move. 👍,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,AI ni mcm internet dulu waktu mula-mula tiba tahun 90an. Masih dianggap remeh. Tengok la bertapa besarnya Internet sekarang. Sebab tu la PMX begitu serius dalam urusan AI ni.,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Telah lama menanti negara punyai kilang chip buatan sendiri. Tidak sbgai tempat pembungkusan dn pengujian sahaja.,Neutral
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Terbaik 🎉,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Terbaik terus maju jaya untuk rakyat Malaysia,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Sekarang dah ade lagi canggih quantum komputer..ni teknologi level atas dari AI..😅😊❤😂,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,  ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,This is what the PM should be.,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Wow hrp mlysia ble cipta 3nm,Neutral
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,"Dengan pekerjaan profesional sampai 10k orang, amat penting",Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Chip AI ini amat diperlukan oleh China dan Russia,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,A.I tu mesti versi melayu boleh loghat pelbagai dialek-dialek negeri dalam Malaysia..A.I cina tu DeepSeek..A.I mat salleh tu ChatGPT...majulah Malaysiaku.🇲🇾🎉🎉🎉,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Teknologi Semikonduktor bukan sahaja menyumbang  kepada ekonomi negara disamping itu memberi peluang perkajaan kepada rakyat Malaysia.,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,Terus maju jaya malaysia.,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,MANTAP PMX KERAJAAN PERPADUAN MADANI 🇲🇾👏,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,"Bukan kita dah ada ke, cheap AI.....Anliwat.......🤭🤭🤭",Negative
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,👍👍👍🇲🇾🇲🇾🇲🇾,Positive
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,semogaa hubungan diantara Malaysia dengan negara luar kekal baik selamanya,Neutral
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,"Tu AI software. Yg software dh banyak tpi kita skng mau buat chip khas nk process software2 tu. So, pasni (if berjaya) spe2 nk buat AI software kena pastikan chip yg kita buat boleh function",Neutral
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, @codewithzi-5817  so kalau chip AI software boleh digabungkan dengan Android silicon apa akan jadi?,Neutral
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM,"AI tu software bang , chip semiconductor otak peranti dalam peralatan bang .",Neutral
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
AI,AI Chips,"
TEKNOLOGI SEMIKONDUKTOR | Malaysia Bangunkan Cip AI Bagi Pasaran Dunia - Anwar",https://www.youtube.com/watch?v=bgSpzo2udIM, ,
